Answer using only one word - Alligator or Spanner and not Shovel. Which is more similar in meaning to Shovel?,Spanner.
Answer using only one word - Caiman or Tortoise and not Anvil. Which is more similar in meaning to Anvil?,Caiman.
Answer using only one word - Boa python or Snake and not Nail. Which is more similar in meaning to Nail?,Snake.
Answer using only one word - Chisel or Toad and not Paint brush. Which is more similar in meaning to Paint brush?,Chisel.
Answer using only one word - Caiman or Crocodile and not Shovel. Which is more similar in meaning to Shovel?,Crocodile.
Answer using only one word - Gecko or Salamander and not Alligator. Which is more similar in meaning to Alligator?,Gecko.
Answer using only one word - Boa python or Turtle and not Cobra. Which is more similar in meaning to Cobra?,Python.
Answer using only one word - Grinding disk or Hammer and not Oil can. Which is more similar in meaning to Oil can?,Hammer.
Answer using only one word - Lizard or Spanner and not Paint brush. Which is more similar in meaning to Paint brush?,Spanner.
Answer using only one word - Axe or Vacuum and not Gecko. Which is more similar in meaning to Gecko?,Axe.
Answer using only one word - Caiman or Tortoise and not Toad. Which is more similar in meaning to Toad?,Caiman.
Answer using only one word - Cobra or Shovel and not Chameleon. Which is more similar in meaning to Chameleon?,Cobra.
Answer using only one word - Chisel or Grinding disk and not Anvil. Which is more similar in meaning to Anvil?,Chisel.
Answer using only one word - Alligator or Caiman and not Saw. Which is more similar in meaning to Saw?,Caiman.
Answer using only one word - Lawn Mower or Lizard and not Paint brush. Which is more similar in meaning to Paint brush?,Lizard.
Answer using only one word - Blindworm or Lizard and not Hammer. Which is more similar in meaning to Hammer?,Lizard.
Answer using only one word - Anvil or Axe and not Blindworm. Which is more similar in meaning to Blindworm?,Anvil.
Answer using only one word - Anvil or Crocodile and not Dinosaur. Which is more similar in meaning to Dinosaur?,Anvil.
Answer using only one word - Crocodile or Turtle and not Knife. Which is more similar in meaning to Knife?,Crocodile.
Answer using only one word - Lizard or Toad and not Anvil. Which is more similar in meaning to Anvil?,Lizard.
Answer using only one word - Snake or Spanner and not Lizard. Which is more similar in meaning to Lizard?,Snake.
Answer using only one word - Gecko or Paint brush and not Caiman. Which is more similar in meaning to Caiman?,Gecko.
Answer using only one word - Caiman or Knife and not Snake. Which is more similar in meaning to Snake?,Caiman.
Answer using only one word - Caiman or Crocodile and not Knife. Which is more similar in meaning to Knife?,Crocodile.
Answer using only one word - Chameleon or Nail and not Lawn Mower. Which is more similar in meaning to Lawn Mower?,Chameleon.
Answer using only one word - Turtle or Vacuum and not Lizard. Which is more similar in meaning to Lizard?,Turtle.
Answer using only one word - Chisel or Knife and not Gecko. Which is more similar in meaning to Gecko?,Chisel.
Answer using only one word - Blindworm or Paint brush and not Tortoise. Which is more similar in meaning to Tortoise?,Blindworm
Answer using only one word - Gecko or Knife and not Dinosaur. Which is more similar in meaning to Dinosaur?,Reptile.
Answer using only one word - Chisel or Crocodile and not Oil can. Which is more similar in meaning to Oil can?,Crock.
Answer using only one word - Alligator or Saw and not Chisel. Which is more similar in meaning to Chisel?,Saw.
Answer using only one word - Grinding disk or Oil can and not Tortoise. Which is more similar in meaning to Tortoise?,Slow.
Answer using only one word - Blindworm or Oil can and not Grinding disk. Which is more similar in meaning to Grinding disk?,Oilcan.
Answer using only one word - Hammer or Lawn Mower and not Toad. Which is more similar in meaning to Toad?,Mower.
Answer using only one word - Gecko or Lizard and not Knife. Which is more similar in meaning to Knife?,Blade.
Answer using only one word - Chameleon or Spanner and not Caiman. Which is more similar in meaning to Caiman?,Chameleon.
Answer using only one word - Chisel or Gecko and not Oil can. Which is more similar in meaning to Oil can?,Chisel.
Answer using only one word - Grinding disk or Turtle and not Crocodile. Which is more similar in meaning to Crocodile?,Turtle
Answer using only one word - Knife or Lawn Mower and not Nail. Which is more similar in meaning to Nail?,Knife
Answer using only one word - Knife or Oil can and not Snake. Which is more similar in meaning to Snake?,Knife.
Answer using only one word - Axe or Caiman and not Lawn Mower. Which is more similar in meaning to Lawn Mower?,Axe.
Answer using only one word - Lizard or Saw and not Anvil. Which is more similar in meaning to Anvil?,Saw.
Answer using only one word - Cobra or Toad and not Shovel. Which is more similar in meaning to Shovel?,Cobra.
Answer using only one word - Blindworm or Lawn Mower and not Alligator. Which is more similar in meaning to Alligator?,Blindworm
Answer using only one word - Cobra or Salamander and not Crocodile. Which is more similar in meaning to Crocodile?,Cobra.
Answer using only one word - Chisel or Salamander and not Caiman. Which is more similar in meaning to Caiman?,Salamander.
Answer using only one word - Paint brush or Saw and not Chisel. Which is more similar in meaning to Chisel?,Saw.
Answer using only one word - Blindworm or Knife and not Grinding disk. Which is more similar in meaning to Grinding disk?,Knife.
Answer using only one word - Gecko or Salamander and not Saw. Which is more similar in meaning to Saw?,Cut.
